"","vaccine","manufacturer","name.age","brandname_tradename","date","year","cost","packaging","cost_type","age"
"12493","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-01-01,2016,29.73,"10 pack – 1 dose vial","private","adult"
"12494","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-01-01,2016,26.27,"10 pack – 1 dose syringe","private","adult"
"12495","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-01-01,2016,43.42,"10 pack – 1 dose vial","private","adult"
"12496","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-01-01,2016,43.42,"5 pack – 1 dose syringe","private","adult"
"12497","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-01-01,2016,37.55,"10 pack – 1 dose vial","private","adult"
"12498","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-01-01,2016,37.55,"10 pack – 1 dose syringe","private","adult"
"12499","Varicella-Adult [5]","Merck","varivax.adult","varivax",2016-01-01,2016,107.67,"10 pack – 1 dose vial","private","adult"
"12500","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2016-01-01,2016,187.89,"10 pack – 1 dose vial","private","adult"
"12501","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-01-01,2016,25.73,"10 pack – 1 dose syringe","cdc","adult"
"12502","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-01-01,2016,25.73,"10 pack – 1 dose vial","cdc","adult"
"12503","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-01-01,2016,25.73,"10 pack – 1 dose vial","cdc","adult"
"12504","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-01-01,2016,27.68,"10 pack – 1 dose syringe","cdc","adult"
"12505","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-01-01,2016,53.78,"10 pack – 1 dose vial","cdc","adult"
"12506","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-01-01,2016,54.32,"10 pack – 1 dose syringe","cdc","adult"
"12507","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-01-01,2016,23.78,"10 pack – 1 dose vial","cdc","adult"
"12508","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-01-01,2016,24.16,"10 pack- 1 dose syringe","cdc","adult"
"12509","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-01-01,2016,24.16,"10 pack – 1 dose vial","cdc","adult"
"12510","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-01-01,2016,27.73,"10 pack – 1 dose syringe","cdc","adult"
"12511","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Merck","gardasil.adult","gardasil",2016-01-01,2016,92.84,"10 pack – 1 dose vial","cdc","adult"
"12512","HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9.adult","gardasil9",2016-01-01,2016,119.04,"10 pack – 1 dose vial","cdc","adult"
"12513","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2016-01-01,2016,85.79,"10 pack – 1 dose syringe","cdc","adult"
"12514","Measles, Mumps, & Rubella-Adult [1]","Merck","mmrii.adult","mmrii",2016-01-01,2016,40,"10 pack – 1 dose vials","cdc","adult"
"12515","Meningococcal Conjugate [5]","GlaxoSmithKline","menveo.adult","menveo",2016-01-01,2016,71.65,"5 pack – 1 dose vial","cdc","adult"
"12516","Meningococcal Conjugate [5]","Sanofi","menactra.adult","menactra",2016-01-01,2016,74.334,"5 pack – 1 dose vial","cdc","adult"
"12517","MENB – Meningococcal Group B [5]","Pfizer","trumenba.adult","trumenba",2016-01-01,2016,85.72,"10 pack – 1 dose syringe","cdc","adult"
"12518","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-01-01,2016,116.54,"10 pack – 1 dose syringe","cdc","adult"
"12519","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-01-01,2016,117.49,"1 pack – 1 dose syringe","cdc","adult"
"12520","Pneumococcal
13-valent [5] (Adult)","Pfizer","prevnar13.adult","prevnar13",2016-01-01,2016,96.13,"10 pack – 1 dose syringes","cdc","adult"
"12521","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-01-01,2016,26.15,"10 pack – 1 dose syringes","cdc","adult"
"12522","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-01-01,2016,26.15,"10 pack – single dose vial","cdc","adult"
"12523","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-01-01,2016,12.271,"10 pack – 1 dose vial","cdc","adult"
"12524","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-01-01,2016,12.464,"10 pack – 1 dose syringe","cdc","adult"
"12525","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-01-01,2016,23.45,"10 pack – 1 dose vial","cdc","adult"
"12526","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-01-01,2016,20.176,"5 pack – 1 dose syringe","cdc","adult"
"12527","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-01-01,2016,23.45,"10 pack – 1 dose vial","cdc","adult"
"12528","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-01-01,2016,20.18,"10 pack – 1 dose syringe","cdc","adult"
"12529","Varicella-Adult [5]","Merck","varivax.adult","varivax",2016-01-01,2016,66.36,"10 pack – 1 dose vial","cdc","adult"
"12530","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2016-01-01,2016,117.12,"10 pack – 1 dose vial","cdc","adult"
"12531","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2016-01-01,2016,28.41,"10 pack – 1 dose vial","private","ped"
"12532","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-01-01,2016,20.96,"10 pack – 1 dose vial","private","ped"
"12533","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-01-01,2016,21.44,"10 pack – 1 dose T-L syringe","private","ped"
"12534","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-01-01,2016,48,"10 pack – 1 dose vial","private","ped"
"12535","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-01-01,2016,48,"10 pack – 1 dose syringe","private","ped"
"12536","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2016-01-01,2016,70.72,"10 pack – 1 dose syringe","private","ped"
"12537","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2016-01-01,2016,87.48,"5 pack – 1 dose vial","private","ped"
"12538","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2016-01-01,2016,30.17,"10 dose vial","private","ped"
"12539","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-01-01,2016,30.369,"10 pack – 1 dose vial","private","ped"
"12540","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-01-01,2016,31.12,"10 pack – 1 dose syringe","private","ped"
"12541","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-01-01,2016,28.74,"10 pack – 1 dose vial","private","ped"
"12542","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-01-01,2016,28.74,"10 pack – 1 dose syringe","private","ped"
"12543","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-01-01,2016,92.5,"10 pack – 1 dose vial","private","ped"
"12544","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-01-01,2016,92.5,"10 pack – 1 dose syringe","private","ped"
"12545","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-01-01,2016,21.37,"10 pack – 1 dose vial","private","ped"
"12546","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-01-01,2016,21.37,"10 pack – 1 dose syringe","private","ped"
"12547","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-01-01,2016,23.204,"10 pack – 1 dose vial","private","ped"
"12548","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-01-01,2016,23.95,"10 pack – 1 dose syringe","private","ped"
"12549","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2016-01-01,2016,23.65,"10 pack – 1 dose vial","private","ped"
"12550","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2016-01-01,2016,28.82,"5 pack – 1 dose vial","private","ped"
"12551","HIBMENCY [3]","GlaxoSmithKline","menhibrix.ped","menhibrix",2016-01-01,2016,23.6,"10 pack – 1 dose vial","private","ped"
"12552","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Merck","gardasil.ped","gardasil",2016-01-01,2016,160.17,"10 pack – 1 dose vial","private","ped"
"12553","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2016-01-01,2016,177.7,"10 pack – 1 dose vial","private","ped"
"12554","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2016-01-01,2016,128.75,"10 pack-1 dose syringe","private","ped"
"12555","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2016-01-01,2016,115.75,"10 pack – 1 dose syringe","private","ped"
"12556","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-01-01,2016,160.75,"10 pack – 1 dose syringe","private","ped"
"12557","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-01-01,2016,160.75,"1 pack – 1 dose syringe","private","ped"
"12558","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2016-01-01,2016,112.93,"5 pack – 1 dose vial","private","ped"
"12559","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2016-01-01,2016,117.418,"5 pack – 1 dose vial","private","ped"
"12560","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2016-01-01,2016,62.79,"10 pack – 1 dose vial","private","ped"
"12561","MMR/Varicella [2]","Merck","proquad.ped","proquad",2016-01-01,2016,180.05,"10 pack – 1 dose vial","private","ped"
"12562","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2016-01-01,2016,159.57,"10 pack – 1 dose syringe","private","ped"
"12563","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2016-01-01,2016,78.9,"10 pack – 1 dose vial","private","ped"
"12564","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-01-01,2016,78.18,"10 pack – 1 dose tube","private","ped"
"12565","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-01-01,2016,78.18,"25 pack – 1 dose tube","private","ped"
"12566","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2016-01-01,2016,106.57,"10 pack – 1 dose vial","private","ped"
"12567","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-01-01,2016,24.22,"10 pack – 1 dose syringe","private","ped"
"12568","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-01-01,2016,29.73,"10 pack – 1 dose vial","private","ped"
"12569","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-01-01,2016,37.55,"10 pack – 1 dose vial","private","ped"
"12570","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-01-01,2016,37.55,"10 pack – 1 dose syringe","private","ped"
"12571","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-01-01,2016,43.42,"10 pack – 1 dose vial","private","ped"
"12572","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-01-01,2016,43.42,"5 pack – 1 dose syringe","private","ped"
"12573","Varicella [5]","Merck","varivax.ped","varivax",2016-01-01,2016,107.67,"10 pack – 1 dose vial","private","ped"
"12574","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2016-01-01,2016,16.04,"10 pack – 1 dose vial","cdc","ped"
"12575","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-01-01,2016,16.15,"10 pack – 1 dose vial","cdc","ped"
"12576","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-01-01,2016,16.15,"10 pack – 1 dose T-L syringe","cdc","ped"
"12577","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-01-01,2016,38.5,"10 pack – 1 dose vial","cdc","ped"
"12578","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-01-01,2016,38.5,"10 pack – 1 dose syringe","cdc","ped"
"12579","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2016-01-01,2016,53.86,"10 pack – 1 dose syringe","cdc","ped"
"12580","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2016-01-01,2016,54.38,"5 pack – 1 dose vial","cdc","ped"
"12581","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2016-01-01,2016,12.58,"10 dose vial","cdc","ped"
"12582","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-01-01,2016,17.4,"10 pack – 1 dose vial","cdc","ped"
"12583","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-01-01,2016,17.4,"10 pack – 1 dose syringe","cdc","ped"
"12584","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-01-01,2016,17.01,"10 pack – 1 dose vial","cdc","ped"
"12585","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-01-01,2016,17.01,"10 pack – 1 dose syringe","cdc","ped"
"12586","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-01-01,2016,53.78,"10 pack – 1 dose vial","cdc","ped"
"12587","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-01-01,2016,53.78,"10 pack – 1 dose syringe","cdc","ped"
"12588","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-01-01,2016,11.08,"10 pack – 1 dose vial","cdc","ped"
"12589","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-01-01,2016,11.08,"10 pack – 1 dose syringe","cdc","ped"
"12590","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-01-01,2016,11.75,"10 pack – 1 dose vial","cdc","ped"
"12591","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-01-01,2016,11.75,"10 pack – 1 dose syringe","cdc","ped"
"12592","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2016-01-01,2016,12.34,"10 pack – 1 dose vial","cdc","ped"
"12593","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2016-01-01,2016,9.45,"5 pack – 1 dose vial","cdc","ped"
"12594","HIBMENCY [3]","GlaxoSmithKline","menhibrix.ped","menhibrix",2016-01-01,2016,10.1,"10 pack – 1 dose vial","cdc","ped"
"12595","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Merck","gardasil.ped","gardasil",2016-01-01,2016,113.54,"10 pack – 1 dose vial","cdc","ped"
"12596","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2016-01-01,2016,126.25,"10 pack – 1 dose vial","cdc","ped"
"12597","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2016-01-01,2016,107.97,"10 pack-1 dose syringe","cdc","ped"
"12598","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2016-01-01,2016,95.75,"10 pack – 1 dose syringe","cdc","ped"
"12599","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-01-01,2016,122.95,"10 pack – 1 dose syringe","cdc","ped"
"12600","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-01-01,2016,122.95,"1 pack – 1 dose syringe","cdc","ped"
"12601","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2016-01-01,2016,84.95,"5 pack – 1 dose vial","cdc","ped"
"12602","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2016-01-01,2016,83.56,"5 pack – 1 dose vial","cdc","ped"
"12603","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2016-01-01,2016,19.9,"10 pack – 1 dose vial","cdc","ped"
"12604","MMR/Varicella [2]","Merck","proquad.ped","proquad",2016-01-01,2016,109.01,"10 pack – 1 dose vial","cdc","ped"
"12605","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2016-01-01,2016,116.91,"10 pack – 1 dose syringe","cdc","ped"
"12606","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2016-01-01,2016,43.98,"10 pack – 1 dose vial","cdc","ped"
"12607","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-01-01,2016,63.96,"10 pack – 1 dose tube","cdc","ped"
"12608","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-01-01,2016,63.96,"25 pack – 1 dose tube","cdc","ped"
"12609","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2016-01-01,2016,85.04,"10 pack – 1 dose vial","cdc","ped"
"12610","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-01-01,2016,18.82,"10 pack – 1 dose syringe","cdc","ped"
"12611","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-01-01,2016,18.82,"10 pack – 1 dose vial","cdc","ped"
"12612","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-01-01,2016,31.25,"10 pack – 1 dose vial","cdc","ped"
"12613","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-01-01,2016,31.25,"10 pack – 1 dose syringe","cdc","ped"
"12614","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-01-01,2016,31.37,"10 pack – 1 dose vial","cdc","ped"
"12615","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-01-01,2016,31.37,"5 pack – 1 dose syringe","cdc","ped"
"12616","Varicella [5]","Merck","varivax.ped","varivax",2016-01-01,2016,83.77,"10 pack – 1 dose vial","cdc","ped"
"12617","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-02-01,2016,66.91,"10 pack – 1 dose syringe","private","adult"
"12618","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-02-01,2016,61.77,"10 pack – 1 dose vial","private","adult"
"12619","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-02-01,2016,63.72,"10 pack – 1 dose vial","private","adult"
"12620","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-02-01,2016,63.1,"10 pack – 1 dose syringe","private","adult"
"12621","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-02-01,2016,92.5,"10 pack – 1 dose vial","private","adult"
"12622","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-02-01,2016,92.5,"10 pack – 1 dose syringe","private","adult"
"12623","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-02-01,2016,61.22,"10 pack – 1 dose vial","private","adult"
"12624","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-02-01,2016,59.09,"10 pack- 1 dose syringe","private","adult"
"12625","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-02-01,2016,52.5,"10 pack – 1 dose vial","private","adult"
"12626","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-02-01,2016,52.5,"10 pack – 1 dose syringe","private","adult"
"12627","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Merck","gardasil.adult","gardasil",2016-02-01,2016,160.17,"10 pack – 1 dose vial","private","adult"
"12628","HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9.adult","gardasil9",2016-02-01,2016,177.7,"10 pack – 1 dose vial","private","adult"
"12629","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2016-02-01,2016,128.75,"10 pack – 1 dose syringe","private","adult"
"12630","Measles, Mumps, & Rubella-Adult [1]","Merck","mmrii.adult","mmrii",2016-02-01,2016,62.79,"10 pack – 1 dose vials","private","adult"
"12631","Meningococcal Conjugate [5]","GlaxoSmithKline","menveo.adult","menveo",2016-02-01,2016,117.418,"5 pack – 1 dose vial","private","adult"
"12632","Meningococcal Conjugate [5]","Sanofi","menactra.adult","menactra",2016-02-01,2016,112.93,"5 pack – 1 dose vial","private","adult"
"12633","MENB – Meningococcal Group B [5]","Pfizer","trumenba.adult","trumenba",2016-02-01,2016,115.75,"10 pack – 1 dose syringe","private","adult"
"12634","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-02-01,2016,160.75,"10 pack – 1 dose syringe","private","adult"
"12635","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-02-01,2016,160.75,"1 pack – 1 dose syringe","private","adult"
"12636","Pneumococcal
13-valent [5] (Adult)","Pfizer","prevnar13.adult","prevnar13",2016-02-01,2016,159.57,"10 pack – 1 dose syringes","private","adult"
"12637","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-02-01,2016,78.9,"10 pack – 1 dose syringes","private","adult"
"12638","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-02-01,2016,78.9,"10 pack – single dose vial","private","adult"
"12639","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-02-01,2016,29.73,"10 pack – 1 dose vial","private","adult"
"12640","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-02-01,2016,29.73,"10 pack – 1 dose syringe","private","adult"
"12641","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-02-01,2016,43.42,"10 pack – 1 dose vial","private","adult"
"12642","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-02-01,2016,43.42,"5 pack – 1 dose syringe","private","adult"
"12643","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-02-01,2016,37.55,"10 pack – 1 dose vial","private","adult"
"12644","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-02-01,2016,37.55,"10 pack – 1 dose syringe","private","adult"
"12645","Varicella-Adult [5]","Merck","varivax.adult","varivax",2016-02-01,2016,107.67,"10 pack – 1 dose vial","private","adult"
"12646","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2016-02-01,2016,187.89,"10 pack – 1 dose vial","private","adult"
"12647","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-02-01,2016,25.73,"10 pack – 1 dose syringe","cdc","adult"
"12648","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-02-01,2016,25.73,"10 pack – 1 dose vial","cdc","adult"
"12649","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-02-01,2016,25.73,"10 pack – 1 dose vial","cdc","adult"
"12650","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-02-01,2016,27.68,"10 pack – 1 dose syringe","cdc","adult"
"12651","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-02-01,2016,53.78,"10 pack – 1 dose vial","cdc","adult"
"12652","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-02-01,2016,54.32,"10 pack – 1 dose syringe","cdc","adult"
"12653","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-02-01,2016,23.78,"10 pack – 1 dose vial","cdc","adult"
"12654","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-02-01,2016,24.16,"10 pack- 1 dose syringe","cdc","adult"
"12655","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-02-01,2016,24.16,"10 pack – 1 dose vial","cdc","adult"
"12656","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-02-01,2016,27.73,"10 pack – 1 dose syringe","cdc","adult"
"12657","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Merck","gardasil.adult","gardasil",2016-02-01,2016,92.84,"10 pack – 1 dose vial","cdc","adult"
"12658","HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9.adult","gardasil9",2016-02-01,2016,119.04,"10 pack – 1 dose vial","cdc","adult"
"12659","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2016-02-01,2016,85.79,"10 pack – 1 dose syringe","cdc","adult"
"12660","Measles, Mumps, & Rubella-Adult [1]","Merck","mmrii.adult","mmrii",2016-02-01,2016,40,"10 pack – 1 dose vials","cdc","adult"
"12661","Meningococcal Conjugate [5]","GlaxoSmithKline","menveo.adult","menveo",2016-02-01,2016,71.65,"5 pack – 1 dose vial","cdc","adult"
"12662","Meningococcal Conjugate [5]","Sanofi","menactra.adult","menactra",2016-02-01,2016,74.334,"5 pack – 1 dose vial","cdc","adult"
